District Id,Location Name
225,bausi
225,belhar
225,chanan
225,dhuraiya
225,katoria
225,phulidumar
225,rajaun
225,shambhuganj
225,banga
225,banke
226,asarganj
226,bariarpur
226,dharhara
226,jamalpur
226,kharagpur
226,munger
226,sangrampur
226,tetiha bambor
227,barahiya
227,chanan*
227,halsi
227,lakhisarai
227,ramgarh chowk
227,surajgarha
228,ariari
228,barbigha
228,chewara
228,ghat kusumbha
228,sheikhpura
228,shekhopur sarai
229,asthawan
229,ben
229,bind
229,chandi
229,ekangarsarai
229,giriak
229,harnaut
229,hilsa
229,islampur
229,karai parsurai
229,katrisarai
229,nagar nausa
229,nalanda
229,noorsarai
229,parbalpur
229,rahui
229,rajgir
229,sarmera
229,silao
229,tharthari
230,athmalgola
230,bakhtiarpur
230,barh
230,belchhi
230,bihta
230,bikram
230,danapur
230,daniawan
230,dhanarua
230,dinapur
230,dulhin bazar
230,fatwah
230,ghoswari
230,khagaul
230,khusrupur
230,maner
230,masaurhi
230,mokameh
230,naubatpur
230,paliganj
230,pandarak
230,patna
230,patna city
230,patna rural
230,phulwari
230,punpun
230,sampatchak
230,bakhtiyarpur
230,mokamah
231,agiaon
231,ara
231,arrah
231,baga
231,behea
231,bhojpur
231,charpokhari
231,garhani
231,jagdishpur
231,koilwar
231,piro
231,sahar
231,sandesh
231,tarari
231,udwant nagar
231,arak
231,bhojpuri
232,barhampur
232,buxar
232,chakki
232,chaugain
232,dumraon
232,itarhi
232,kesath
232,nawanagar
232,simri
232,buxa
233,adhaura
233,bhabua
233,bhabua
233,bhagwanpur
233,chand
233,durgawati
233,kaimur
233,kudra
233,mohania
233,nuaon
233,akhaura
233,bhabhua
234,akorhi gola
234,bikramganj
234,chenari
234,dawath
234,dehri
234,dinara
234,karakat
234,kargahar
234,kochas
234,nasriganj
234,rohtas
234,sanjhauli
234,sasaram
234,sheosagar
234,suryapura
234,tilouthu
234,karakax
235,barun
235,daudnagar
235,deo
235,gangapur
235,gangapur city
235,goh
235,gopalgarh
235,haspura
235,kutumba
235,madanpur
235,nabinagar
235,obra
235,rafiganj
235,gah
235,madanpura
235,ofra
236,amas
236,atri
236,banke bazar
236,barachatti
236,belaganj
236,bodh gaya
236,dobhi
236,dumaria
236,gaya
236,gaya city
236,gaya town
236,gaya town c.d. block
236,guraru
236,gurua
236,imamganj
236,khizirsarai
236,konch
236,muhra
236,neem chak bathani
236,paraiya
236,sherghati
236,tan kuppa
236,tikari
236,wazirganj
236,ames
236,gava
236,koch
237,akbarpur
237,gobindpur
237,hisua
237,kashi chak
237,kawakol
237,meskaur
237,nardiganj
237,narhat
237,navada
237,nawada
237,nawada town
237,pakribarawan
237,rajauli
237,roh
237,sirdala
237,warisaliganj
238,barhat
238,chakai
238,islamnagar aliganj
238,jamui
238,jhajha
238,khaira
238,lakshmipur
238,sikandra
238,sono
239,ghoshi
239,hulasganj
239,jehanabad
239,jehanabad
239,kako
239,makhdumpur
239,modanganj
239,ratni faridpur
